Owner,Repo,GHSA ID,CVE ID,Severity,CWEs,Description,References,Commit Link Numbers,Commit Links
django,django,GHSA-7fq8-4pv5-5w5c,CVE-2015-2317,medium,CWE-79,"The utils.http.is_safe_url function in Django before 1.4.20, 1.5.x, 1.6.x before 1.6.11, 1.7.x before 1.7.7, and 1.8.x before 1.8c1 does not properly validate URLs, which allows remote attackers to conduct cross-site scripting (XSS) attacks via a control character in a URL, as demonstrated by a \x08javascript: URL.","['https://nvd.nist.gov/vuln/detail/CVE-2015-2317', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-April/155421.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-June/160263.html', 'http://lists.opensuse.org/opensuse-updates/2015-04/msg00001.html', 'http://lists.opensuse.org/opensuse-updates/2015-09/msg00035.html', 'http://ubuntu.com/usn/usn-2539-1', 'http://www.debian.org/security/2015/dsa-3204', 'http://www.mandriva.com/security/advisories?name=MDVSA-2015:195', 'http://www.oracle.com/technetwork/topics/security/bulletinapr2015-2511959.html', 'https://web.archive.org/web/20200228131706/http://www.securityfocus.com/bid/73319', 'https://www.djangoproject.com/weblog/2015/mar/18/security-releases', 'https://github.com/django/django/commit/2342693b31f740a422abf7267c53b4e7bc487c1b', 'https://github.com/django/django/commit/2a4113dbd532ce952308992633d802dc169a75f1', 'https://github.com/django/django/commit/5510f070711540aaa8d3707776cd77494e688ef9', 'https://github.com/django/django/commit/770427c2896a078925abfca2317486b284d22f04', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-9.yaml', 'https://github.com/advisories/GHSA-7fq8-4pv5-5w5c']",4,"['https://github.com/django/django/commit/2342693b31f740a422abf7267c53b4e7bc487c1b', 'https://github.com/django/django/commit/2a4113dbd532ce952308992633d802dc169a75f1', 'https://github.com/django/django/commit/5510f070711540aaa8d3707776cd77494e688ef9', 'https://github.com/django/django/commit/770427c2896a078925abfca2317486b284d22f04']"
django,django,GHSA-296w-6qhq-gf92,CVE-2014-0481,high,CWE-400,"The default configuration for the file upload handling system in Django before 1.4.14, 1.5.x before 1.5.9, 1.6.x before 1.6.6, and 1.7 before release candidate 3 uses a sequential file name generation process when a file with a conflicting name is uploaded, which allows remote attackers to cause a denial of service (CPU consumption) by unloading a multiple files with the same name.","['https://nvd.nist.gov/vuln/detail/CVE-2014-0481', 'http://lists.opensuse.org/opensuse-updates/2014-09/msg00023.html', 'http://www.debian.org/security/2014/dsa-3010', 'https://github.com/django/django/commit/26cd48e166ac4d84317c8ee6d63ac52a87e8da99', 'https://github.com/django/django/commit/30042d475bf084c6723c6217a21598d9247a9c41', 'https://github.com/django/django/commit/dd0c3f4ee1a30c1a1e6055061c6ba6e58c6b54d1', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2014-5.yaml', 'https://www.djangoproject.com/weblog/2014/aug/20/security', 'https://github.com/advisories/GHSA-296w-6qhq-gf92']",3,"['https://github.com/django/django/commit/26cd48e166ac4d84317c8ee6d63ac52a87e8da99', 'https://github.com/django/django/commit/30042d475bf084c6723c6217a21598d9247a9c41', 'https://github.com/django/django/commit/dd0c3f4ee1a30c1a1e6055061c6ba6e58c6b54d1']"
django,django,GHSA-r7w6-p47g-vj53,CVE-2013-0305,medium,CWE-200,"The administrative interface for Django 1.3.x before 1.3.6, 1.4.x before 1.4.4, and 1.5 before release candidate 2 does not check permissions for the history view, which allows remote authenticated administrators to obtain sensitive object history information.","['https://nvd.nist.gov/vuln/detail/CVE-2013-0305', 'http://rhn.redhat.com/errata/RHSA-2013-0670.html', 'http://ubuntu.com/usn/usn-1757-1', 'http://www.debian.org/security/2013/dsa-2634', 'https://github.com/django/django/commit/0e7861aec73702f7933ce2a93056f7983939f0d6', 'https://github.com/django/django/commit/d3a45e10c8ac8268899999129daa27652ec0da35', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2013-16.yaml', 'https://www.djangoproject.com/weblog/2013/feb/19/security', 'https://github.com/advisories/GHSA-r7w6-p47g-vj53']",2,"['https://github.com/django/django/commit/0e7861aec73702f7933ce2a93056f7983939f0d6', 'https://github.com/django/django/commit/d3a45e10c8ac8268899999129daa27652ec0da35']"
django,django,GHSA-g8xg-jgj6-49r3,CVE-2013-0306,medium,CWE-400,"The form library in Django 1.3.x before 1.3.6, 1.4.x before 1.4.4, and 1.5 before release candidate 2 allows remote attackers to bypass intended resource limits for formsets and cause a denial of service (memory consumption) or trigger server errors via a modified max_num parameter.","['https://nvd.nist.gov/vuln/detail/CVE-2013-0306', 'http://rhn.redhat.com/errata/RHSA-2013-0670.html', 'http://ubuntu.com/usn/usn-1757-1', 'http://www.debian.org/security/2013/dsa-2634', 'https://github.com/django/django/commit/0cc350a896f70ace18280410eb616a9197d862b0', 'https://github.com/django/django/commit/d7094bbce8cb838f3b40f504f198c098ff1cf727', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2013-17.yaml', 'https://www.djangoproject.com/weblog/2013/feb/19/security', 'https://github.com/advisories/GHSA-g8xg-jgj6-49r3']",2,"['https://github.com/django/django/commit/0cc350a896f70ace18280410eb616a9197d862b0', 'https://github.com/django/django/commit/d7094bbce8cb838f3b40f504f198c098ff1cf727']"
django,django,GHSA-p6m5-h7pp-v2x5,CVE-2009-3695,high,"CWE-400, CWE-1333",Algorithmic complexity vulnerability in the forms library in Django 1.0 before 1.0.4 and 1.1 before 1.1.1 allows remote attackers to cause a denial of service (CPU consumption) via a crafted (1) EmailField (email address) or (2) URLField (URL) that triggers a large amount of backtracking in a regular expression.,"['https://nvd.nist.gov/vuln/detail/CVE-2009-3695', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/53727', 'http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=550457', 'http://www.debian.org/security/2009/dsa-1905', 'http://www.openwall.com/lists/oss-security/2009/10/13/6', 'https://web.archive.org/web/20200228171918/http://www.securityfocus.com/bid/36655', 'https://github.com/django/django/commit/594a28a9044120bed58671dde8a805c9e0f6c79a', 'https://github.com/django/django/commit/e3e992e18b368fcd56aabafc1b5bf80a6e11b495', 'http://groups.google.com/group/django-users/browse_thread/thread/15df9e45118dfc51', 'http://www.djangoproject.com/weblog/2009/oct/09/security', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2009-4.yaml', 'https://web.archive.org/web/20091013093057/http://secunia.com/advisories/36968', 'https://web.archive.org/web/20091017070244/http://secunia.com/advisories/36948', 'https://github.com/advisories/GHSA-p6m5-h7pp-v2x5']",2,"['https://github.com/django/django/commit/594a28a9044120bed58671dde8a805c9e0f6c79a', 'https://github.com/django/django/commit/e3e992e18b368fcd56aabafc1b5bf80a6e11b495']"
django,django,GHSA-9xg7-gg9m-rmq9,CVE-2009-2659,high,CWE-22,"The Admin media handler in `core/servers/basehttp.py` in Django 1.0 and 0.96 does not properly map URL requests to expected ""static media files,"" which allows remote attackers to conduct directory traversal attacks and read arbitrary files via a crafted URL.","['https://nvd.nist.gov/vuln/detail/CVE-2009-2659', 'https://www.redhat.com/archives/fedora-package-announce/2009-August/msg00055.html', 'https://www.redhat.com/archives/fedora-package-announce/2009-August/msg00069.html', 'http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=539134', 'http://code.djangoproject.com/changeset/11353', 'http://www.openwall.com/lists/oss-security/2009/07/29/2', 'https://github.com/django/django/commit/da85d76fd6ca846f3b0ff414e042ddb5e62e2e69', 'https://github.com/django/django/commit/df7f917b7f51ba969faa49d000ffc79572c5dcb4', 'https://web.archive.org/web/20111211001428/http://www.securityfocus.com/bid/35859', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2009-3.yaml', 'http://www.djangoproject.com/weblog/2009/jul/28/security', 'https://github.com/advisories/GHSA-9xg7-gg9m-rmq9']",2,"['https://github.com/django/django/commit/da85d76fd6ca846f3b0ff414e042ddb5e62e2e69', 'https://github.com/django/django/commit/df7f917b7f51ba969faa49d000ffc79572c5dcb4']"
django,django,GHSA-r5cj-wv24-92p5,CVE-2008-3909,high,CWE-352,"The administration application in Django 0.91.x, 0.95.x, and 0.96.x stores unauthenticated HTTP POST requests and processes them after successful authentication occurs, which allows remote attackers to conduct cross-site request forgery (CSRF) attacks and delete or modify data via unspecified requests.","['https://nvd.nist.gov/vuln/detail/CVE-2008-3909', 'https://bugzilla.redhat.com/show_bug.cgi?id=460966', 'https://www.redhat.com/archives/fedora-package-announce/2008-September/msg00091.html', 'https://www.redhat.com/archives/fedora-package-announce/2008-September/msg00131.html', 'http://www.debian.org/security/2008/dsa-1640', 'http://www.openwall.com/lists/oss-security/2008/09/03/4', 'https://github.com/django/django/commit/44debfeaa4473bd28872c735dd3d9afde6886752', 'https://github.com/django/django/commit/7e0972bded362bc4b851c109df2c8a6548481a8e', 'https://github.com/django/django/commit/aee48854a164382c655acb9f18b3c06c3d238e81', 'http://www.djangoproject.com/weblog/2008/sep/02/security', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2008-2.yaml', 'https://github.com/advisories/GHSA-r5cj-wv24-92p5']",3,"['https://github.com/django/django/commit/44debfeaa4473bd28872c735dd3d9afde6886752', 'https://github.com/django/django/commit/7e0972bded362bc4b851c109df2c8a6548481a8e', 'https://github.com/django/django/commit/aee48854a164382c655acb9f18b3c06c3d238e81']"
django,django,GHSA-54qj-48vx-cr9f,CVE-2008-2302,medium,CWE-79,"Cross-site scripting (XSS) vulnerability in the login form in the administration application in Django 0.91 before 0.91.2, 0.95 before 0.95.3, and 0.96 before 0.96.2 allows remote attackers to inject arbitrary web script or HTML via the URI of a certain previous request.","['https://nvd.nist.gov/vuln/detail/CVE-2008-2302', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/42396', 'https://github.com/django/django/commit/50ce7fb57d79e8940ccf6e2781f2f01df029b5c5', 'https://github.com/django/django/commit/6e657e2c404a96e744748209e896d8a69c15fdf2', 'https://github.com/django/django/commit/7791e5c050cebf86d868c5dab7092185b125fdc9', 'http://www.djangoproject.com/weblog/2008/may/14/security', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2008-1.yaml', 'https://web.archive.org/web/20080725022008/http://secunia.com/advisories/30291', 'https://web.archive.org/web/20081012011038/http://secunia.com/advisories/30250', 'https://web.archive.org/web/20170222015451/http://securitytracker.com/id?1020028', 'https://web.archive.org/web/20200228153339/http://www.securityfocus.com/bid/29209', 'https://github.com/advisories/GHSA-54qj-48vx-cr9f']",3,"['https://github.com/django/django/commit/50ce7fb57d79e8940ccf6e2781f2f01df029b5c5', 'https://github.com/django/django/commit/6e657e2c404a96e744748209e896d8a69c15fdf2', 'https://github.com/django/django/commit/7791e5c050cebf86d868c5dab7092185b125fdc9']"
django,django,GHSA-9v8h-57gv-qch6,CVE-2007-5712,high,CWE-400,"The internationalization (i18n) framework in Django 0.91, 0.95, 0.95.1, and 0.96, and as used in other products such as PyLucid, when the USE_I18N option and the i18n component are enabled, allows remote attackers to cause a denial of service (memory consumption) via many HTTP requests with large Accept-Language headers.","['https://nvd.nist.gov/vuln/detail/CVE-2007-5712', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/38143', 'https://www.redhat.com/archives/fedora-package-announce/2007-November/msg00243.html', 'https://www.redhat.com/archives/fedora-package-announce/2007-November/msg00257.html', 'http://sourceforge.net/forum/forum.php?forum_id=749199', 'http://www.debian.org/security/2008/dsa-1640', 'http://www.djangoproject.com/weblog/2007/oct/26/security-fix', 'https://web.archive.org/web/20091201070224/http://secunia.com/advisories/27435', 'https://web.archive.org/web/20111224195100/http://secunia.com/advisories/27597', 'https://web.archive.org/web/20111229085535/http://secunia.com/advisories/31961', 'https://web.archive.org/web/20200228183657/http://www.securityfocus.com/bid/26227', 'https://github.com/django/django/commit/412ed22502e11c50dbfee854627594f0e7e2c234', 'https://github.com/django/django/commit/7dd2dd08a79e388732ce00e2b5514f15bd6d0f6f', 'https://github.com/django/django/commit/8bc36e726c9e8c75c681d3ad232df8e882aaac81', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2007-1.yaml', 'https://github.com/advisories/GHSA-9v8h-57gv-qch6']",3,"['https://github.com/django/django/commit/412ed22502e11c50dbfee854627594f0e7e2c234', 'https://github.com/django/django/commit/7dd2dd08a79e388732ce00e2b5514f15bd6d0f6f', 'https://github.com/django/django/commit/8bc36e726c9e8c75c681d3ad232df8e882aaac81']"
django,django,GHSA-mwv2-398h-v489,CVE-2007-0405,medium,N/A,"The LazyUser class in the AuthenticationMiddleware for Django 0.95 does not properly cache the user name across requests, which allows remote authenticated users to gain the privileges of a different user.","['https://nvd.nist.gov/vuln/detail/CVE-2007-0405', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/31628', 'http://code.djangoproject.com/changeset/3754', 'http://secunia.com/advisories/23826', 'http://www.securityfocus.com/bid/22138', 'https://github.com/django/django/commit/3c5782287e', 'https://github.com/django/django/commit/e89f0a65581f82a5740bfe989136cea75d09cd67', 'https://github.com/advisories/GHSA-mwv2-398h-v489']",2,"['https://github.com/django/django/commit/3c5782287e', 'https://github.com/django/django/commit/e89f0a65581f82a5740bfe989136cea75d09cd67']"
django,django,GHSA-qc99-g3wm-hgxr,CVE-2007-0404,high,N/A,"`bin/compile-messages.py` in Django 0.95 does not quote argument strings before invoking the msgfmt program through the os.system function, which allows attackers to execute arbitrary commands via shell metacharacters in a (1) .po or (2) .mo file.","['https://nvd.nist.gov/vuln/detail/CVE-2007-0404', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/31627', 'http://code.djangoproject.com/changeset/3592', 'http://secunia.com/advisories/23826', 'http://www.securityfocus.com/bid/22134', 'https://github.com/django/django/commit/518d406e53', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=407519', 'https://github.com/django/django/commit/a132d411c6986418ee6c0edc331080aa792fee6e', 'https://github.com/advisories/GHSA-qc99-g3wm-hgxr']",2,"['https://github.com/django/django/commit/518d406e53', 'https://github.com/django/django/commit/a132d411c6986418ee6c0edc331080aa792fee6e']"
django,django,GHSA-2gwj-7jmv-h26r,CVE-2022-28346,critical,CWE-89,"An issue was discovered in Django 2.2 before 2.2.28, 3.2 before 3.2.13, and 4.0 before 4.0.4. `QuerySet.annotate()`, `aggregate()`, and `extra()` methods are subject to SQL injection in column aliases via a crafted dictionary (with dictionary expansion) as the passed `**kwargs`.","['https://nvd.nist.gov/vuln/detail/CVE-2022-28346', 'https://groups.google.com/forum/#!forum/django-announce', 'http://www.openwall.com/lists/oss-security/2022/04/11/1', 'https://lists.debian.org/debian-lts-announce/2022/04/msg00013.html', 'https://github.com/django/django/commit/93cae5cb2f9a4ef1514cf1a41f714fef08005200', 'https://github.com/advisories/GHSA-2gwj-7jmv-h26r', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-190.yaml', 'https://www.debian.org/security/2022/dsa-5254', 'https://github.com/django/django/commit/2044dac5c6968441be6f534c4139bcf48c5c7e48', 'https://github.com/django/django/commit/2c09e68ec911919360d5f8502cefc312f9e03c5d', 'https://github.com/django/django/commit/800828887a0509ad1162d6d407e94d8de7eafc60', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HWY6DQWRVBALV73BPUVBXC3QIYUM24IK', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LTZVAKU5ALQWOKFTPISE257VCVIYGFQI', 'https://security.netapp.com/advisory/ntap-20220609-0002', 'https://www.djangoproject.com/weblog/2022/apr/11/security-releases']",4,"['https://github.com/django/django/commit/93cae5cb2f9a4ef1514cf1a41f714fef08005200', 'https://github.com/django/django/commit/2044dac5c6968441be6f534c4139bcf48c5c7e48', 'https://github.com/django/django/commit/2c09e68ec911919360d5f8502cefc312f9e03c5d', 'https://github.com/django/django/commit/800828887a0509ad1162d6d407e94d8de7eafc60']"
django,django,GHSA-w24h-v9qh-8gxj,CVE-2022-28347,critical,CWE-89,"A SQL injection issue was discovered in `QuerySet.explain()` in Django 2.2 before 2.2.28, 3.2 before 3.2.13, and 4.0 before 4.0.4. This occurs by passing a crafted dictionary (with dictionary expansion) as the `**options` argument, and placing the injection payload in an option name.","['https://nvd.nist.gov/vuln/detail/CVE-2022-28347', 'https://groups.google.com/forum/#!forum/django-announce', 'http://www.openwall.com/lists/oss-security/2022/04/11/1', 'https://github.com/django/django/commit/6723a26e59b0b5429a0c5873941e01a2e1bdbb81', 'https://github.com/advisories/GHSA-w24h-v9qh-8gxj', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-191.yaml', 'https://www.debian.org/security/2022/dsa-5254', 'https://github.com/django/django/commit/00b0fc50e1738c7174c495464a5ef069408a4402', 'https://github.com/django/django/commit/29a6c98b4c13af82064f993f0acc6e8fafa4d3f5', 'https://github.com/django/django/commit/9e19accb6e0a00ba77d5a95a91675bf18877c72d', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HWY6DQWRVBALV73BPUVBXC3QIYUM24IK', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LTZVAKU5ALQWOKFTPISE257VCVIYGFQI', 'https://www.djangoproject.com/weblog/2022/apr/11/security-releases']",4,"['https://github.com/django/django/commit/6723a26e59b0b5429a0c5873941e01a2e1bdbb81', 'https://github.com/django/django/commit/00b0fc50e1738c7174c495464a5ef069408a4402', 'https://github.com/django/django/commit/29a6c98b4c13af82064f993f0acc6e8fafa4d3f5', 'https://github.com/django/django/commit/9e19accb6e0a00ba77d5a95a91675bf18877c72d']"
django,django,GHSA-95rw-fx8r-36v6,CVE-2022-22818,medium,CWE-79,"The `{% debug %}` template tag in Django 2.2 before 2.2.27, 3.2 before 3.2.12, and 4.0 before 4.0.2 does not properly encode the current context. This may lead to XSS.","['https://nvd.nist.gov/vuln/detail/CVE-2022-22818', 'https://groups.google.com/forum/#!forum/django-announce', 'https://www.debian.org/security/2022/dsa-5254', 'https://github.com/django/django/commit/01422046065d2b51f8f613409cad2c81b39487e5', 'https://github.com/django/django/commit/1a1e8278c46418bde24c86a65443b0674bae65e2', 'https://github.com/django/django/commit/c27a7eb9f40b64990398978152e62b6ff839c2e6', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/B4SQG2EAF4WCI2SLRL6XRDJ3RPK3ZRDV', 'https://security.netapp.com/advisory/ntap-20220221-0003', 'https://www.djangoproject.com/weblog/2022/feb/01/security-releases', 'https://github.com/advisories/GHSA-95rw-fx8r-36v6', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-19.yaml']",3,"['https://github.com/django/django/commit/01422046065d2b51f8f613409cad2c81b39487e5', 'https://github.com/django/django/commit/1a1e8278c46418bde24c86a65443b0674bae65e2', 'https://github.com/django/django/commit/c27a7eb9f40b64990398978152e62b6ff839c2e6']"
django,django,GHSA-6cw3-g6wv-c2xv,CVE-2022-23833,high,CWE-835,"An issue was discovered in MultiPartParser in Django 2.2 before 2.2.27, 3.2 before 3.2.12, and 4.0 before 4.0.2. Passing certain inputs to multipart forms could result in an infinite loop when parsing files.","['https://nvd.nist.gov/vuln/detail/CVE-2022-23833', 'https://groups.google.com/forum/#!forum/django-announce', 'https://www.debian.org/security/2022/dsa-5254', 'https://github.com/django/django/commit/c477b761804984c932704554ad35f78a2e230c6a', 'https://github.com/django/django/commit/d16133568ef9c9b42cb7a08bdf9ff3feec2e5468', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/B4SQG2EAF4WCI2SLRL6XRDJ3RPK3ZRDV', 'https://security.netapp.com/advisory/ntap-20220221-0003', 'https://www.djangoproject.com/weblog/2022/feb/01/security-releases', 'https://github.com/django/django/commit/f9c7d48fdd6f198a6494a9202f90242f176e4fc9', 'https://github.com/advisories/GHSA-6cw3-g6wv-c2xv', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-20.yaml']",3,"['https://github.com/django/django/commit/c477b761804984c932704554ad35f78a2e230c6a', 'https://github.com/django/django/commit/d16133568ef9c9b42cb7a08bdf9ff3feec2e5468', 'https://github.com/django/django/commit/f9c7d48fdd6f198a6494a9202f90242f176e4fc9']"
django,django,GHSA-8c5j-9r9f-c6w8,CVE-2021-45116,high,CWE-20,"An issue was discovered in Django 2.2 before 2.2.26, 3.2 before 3.2.11, and 4.0 before 4.0.1. Due to leveraging the Django Template Language's variable resolution logic, the dictsort template filter was potentially vulnerable to information disclosure, or an unintended method call, if passed a suitably crafted key.","['https://nvd.nist.gov/vuln/detail/CVE-2021-45116', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/2a8ec7f546d6d5806e221ec948c5146b55bd7489', 'https://github.com/django/django/commit/c7fe895bca06daf12cc1670b56eaf72a1ef27a16', 'https://github.com/django/django/commit/c9f648ccfac5ab90fb2829a66da4f77e68c7f93a', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://github.com/advisories/GHSA-8c5j-9r9f-c6w8', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-2.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/B4SQG2EAF4WCI2SLRL6XRDJ3RPK3ZRDV', 'https://security.netapp.com/advisory/ntap-20220121-0005', 'https://www.djangoproject.com/weblog/2022/jan/04/security-releases']",3,"['https://github.com/django/django/commit/2a8ec7f546d6d5806e221ec948c5146b55bd7489', 'https://github.com/django/django/commit/c7fe895bca06daf12cc1670b56eaf72a1ef27a16', 'https://github.com/django/django/commit/c9f648ccfac5ab90fb2829a66da4f77e68c7f93a']"
django,django,GHSA-jrh2-hc4r-7jwx,CVE-2021-45452,medium,CWE-22,"Storage.save in Django 2.2 before 2.2.26, 3.2 before 3.2.11, and 4.0 before 4.0.1 allows directory traversal if crafted filenames are directly passed to it.","['https://nvd.nist.gov/vuln/detail/CVE-2021-45452', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/4cb35b384ceef52123fc66411a73c36a706825e1', 'https://github.com/django/django/commit/8d2f7cff76200cbd2337b2cf1707e383eb1fb54b', 'https://github.com/django/django/commit/e1592e0f26302e79856cc7f2218ae848ae19b0f6', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/B4SQG2EAF4WCI2SLRL6XRDJ3RPK3ZRDV', 'https://security.netapp.com/advisory/ntap-20220121-0005', 'https://www.djangoproject.com/weblog/2022/jan/04/security-releases', 'https://github.com/advisories/GHSA-jrh2-hc4r-7jwx', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-3.yaml']",3,"['https://github.com/django/django/commit/4cb35b384ceef52123fc66411a73c36a706825e1', 'https://github.com/django/django/commit/8d2f7cff76200cbd2337b2cf1707e383eb1fb54b', 'https://github.com/django/django/commit/e1592e0f26302e79856cc7f2218ae848ae19b0f6']"
django,django,GHSA-53qw-q765-4fww,CVE-2021-45115,high,CWE-400,"An issue was discovered in Django 2.2 before 2.2.26, 3.2 before 3.2.11, and 4.0 before 4.0.1. `UserAttributeSimilarityValidator` incurred significant overhead in evaluating a submitted password that was artificially large in relation to the comparison values. In a situation where access to user registration was unrestricted, this provided a potential vector for a denial-of-service attack.","['https://nvd.nist.gov/vuln/detail/CVE-2021-45115', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/2135637fdd5ce994de110affef9e67dffdf77277', 'https://github.com/django/django/commit/a8b32fe13bcaed1c0b772fdc53de84abc224fb20', 'https://github.com/django/django/commit/df79ef03ac867c93caaa6be56bc69e66abfeef8f', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/B4SQG2EAF4WCI2SLRL6XRDJ3RPK3ZRDV', 'https://security.netapp.com/advisory/ntap-20220121-0005', 'https://www.djangoproject.com/weblog/2022/jan/04/security-releases', 'https://github.com/advisories/GHSA-53qw-q765-4fww', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-1.yaml']",3,"['https://github.com/django/django/commit/2135637fdd5ce994de110affef9e67dffdf77277', 'https://github.com/django/django/commit/a8b32fe13bcaed1c0b772fdc53de84abc224fb20', 'https://github.com/django/django/commit/df79ef03ac867c93caaa6be56bc69e66abfeef8f']"
django,django,GHSA-v6rh-hp5x-86rv,CVE-2021-44420,medium,CWE-287,"In Django 2.2 before 2.2.25, 3.1 before 3.1.14, and 3.2 before 3.2.10, HTTP requests for URLs with trailing newlines could bypass upstream access control based on URL paths. This issue has low severity, according to the Django security policy.","['https://nvd.nist.gov/vuln/detail/CVE-2021-44420', 'https://groups.google.com/forum/#!forum/django-announce', 'https://www.openwall.com/lists/oss-security/2021/12/07/1', 'https://github.com/django/django/commit/d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6', 'https://docs.djangoproject.com/en/3.2/releases/security', 'https://github.com/advisories/GHSA-v6rh-hp5x-86rv', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2021-439.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/B4SQG2EAF4WCI2SLRL6XRDJ3RPK3ZRDV', 'https://security.netapp.com/advisory/ntap-20211229-0006', 'https://www.djangoproject.com/weblog/2021/dec/07/security-releases']",1,['https://github.com/django/django/commit/d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6']
django,django,GHSA-xpfp-f569-q3p2,CVE-2021-35042,critical,CWE-89,Django 3.1.x before 3.1.13 and 3.2.x before 3.2.5 allows QuerySet.order_by SQL injection if order_by is untrusted input from a client of a web application.,"['https://nvd.nist.gov/vuln/detail/CVE-2021-35042', 'https://groups.google.com/forum/#!forum/django-announce', 'https://www.openwall.com/lists/oss-security/2021/07/02/2', 'https://github.com/django/django/commit/0bd57a879a0d54920bb9038a732645fb917040e9', 'https://github.com/django/django/commit/a34a5f724c5d5adb2109374ba3989ebb7b11f81f', 'https://github.com/django/django/commit/dae83a24519d6f284c74414e0b81d64d9b5a0db4', 'https://docs.djangoproject.com/en/3.2/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/SS6NJTBYWOX6J7G4U3LUOILARJKWPQ5Y', 'https://security.netapp.com/advisory/ntap-20210805-0008', 'https://www.djangoproject.com/weblog/2021/jul/01/security-releases', 'https://github.com/advisories/GHSA-xpfp-f569-q3p2', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2021-109.yaml']",3,"['https://github.com/django/django/commit/0bd57a879a0d54920bb9038a732645fb917040e9', 'https://github.com/django/django/commit/a34a5f724c5d5adb2109374ba3989ebb7b11f81f', 'https://github.com/django/django/commit/dae83a24519d6f284c74414e0b81d64d9b5a0db4']"
