First Hash,Second Hash,Commit Message,Contains Issue Reference
b45c377f8f488955e0c7069cad3f3dd21910b071,2a0af00524fc16f3f223b8117268e9ffcf41e06c,"Fixed #2375 -- Changed password_reset auth view to make e-mail template name variable. Thanks, treborhudson@gmail.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@3462 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,3e6f4674e2fc190c2116d77066d18f42bd3bcbae,"Fixed #10460: the logout view can now redirect like the rest of the auth views. Thanks, chronos and steingrd.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@10332 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,079e5bf1ec7a37497d41d79daa074ac9107bb3ec,"Added a login link to the password reset completion screen.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@8171 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,a19ed8aea395e8e07164ff7d85bd7dff2f24edca,"Merged the newforms-admin branch into trunk.

This is a backward incompatible change. The admin contrib app has been
refactored. The newforms module has several improvements including FormSets
and Media definitions.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@7967 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,4084bc735437e7a2e2a09cff469788e036080203,"Permit custom from-email address in auth forms email.

Patch from cassidy and Rob Hudson. Fixed #11300.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@13817 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,5dfe74f221f2e7c5dc7e5722bb322336c605c7b5,"Fixed #3185 -- Made values for login, logout and post-login redirect URLs
configurable. This is a combined patch from Vasily Sulatskov, Marc Fargas and
Collin Grady.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@5072 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,ab26efc95286fa3e7e52f5f9ec232055bcd2cbb7,"Fixed #8493 -- Fixed a NoReverseMatch when redirecting to password_change/done/ in the admin. Added the ability to override redirects to other password change views for consistency. Thanks for the report mtrichardson.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@8473 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,6e748b5db4ea6db78ce389f474c2fb78ee3976ed,"Fixed #11457: tightened the security check for ""next"" redirects after logins.

The new behavior still disallows redirects to off-site URLs, but now allows
redirects of the form `/some/other/view?foo=http://...`.

Thanks to brutasse.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@12635 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,f69cf70ed813a8cd7e1f963a14ae39103e8d5265,"MERGED MAGIC-REMOVAL BRANCH TO TRUNK. This change is highly backwards-incompatible. Please read http://code.djangoproject.com/wiki/RemovingTheMagic for upgrade instructions.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@2809 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,c46ddbf1fc747a910702a348763d7949fba454f0,"Fixed #8274 - allow custom forms for auth 'login' and 'password_change' views

Thanks to julien for the suggestion and patch, and SmileyChris for work on the patch.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@11618 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,667d832e901ca6bb394054109e24a2ed6cadc563,"Fixed #14386, #8960, #10235, #10909, #10608, #13845, #14377 - standardize Site/RequestSite usage in various places.

Many thanks to gabrielhurley for putting most of this together.  Also to
bmihelac, arthurk, qingfeng, hvendelbo, petr.pulc@s-cape.cz, Hraban for
reports and some initial patches.

The patch also contains some whitespace/PEP8 fixes.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@13980 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,6dfea737f627cb8c06b8feac0905136c3e55bae6,"Made template names in django.contrib.auth.views passable as template_name argument to the view

git-svn-id: http://code.djangoproject.com/svn/django/trunk@3087 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,fcd837cd0f9b2c706bc49af509628778d442bb3f,"Fixed #7723 - implemented a secure password reset form that uses a token and prompts user for new password.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@8162 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,2a0af00524fc16f3f223b8117268e9ffcf41e06c,"Fixed #2375 -- Changed password_reset auth view to make e-mail template name variable. Thanks, treborhudson@gmail.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@3462 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,3e6f4674e2fc190c2116d77066d18f42bd3bcbae,"Fixed #10460: the logout view can now redirect like the rest of the auth views. Thanks, chronos and steingrd.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@10332 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,079e5bf1ec7a37497d41d79daa074ac9107bb3ec,"Added a login link to the password reset completion screen.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@8171 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,a19ed8aea395e8e07164ff7d85bd7dff2f24edca,"Merged the newforms-admin branch into trunk.

This is a backward incompatible change. The admin contrib app has been
refactored. The newforms module has several improvements including FormSets
and Media definitions.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@7967 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,4084bc735437e7a2e2a09cff469788e036080203,"Permit custom from-email address in auth forms email.

Patch from cassidy and Rob Hudson. Fixed #11300.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@13817 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,5dfe74f221f2e7c5dc7e5722bb322336c605c7b5,"Fixed #3185 -- Made values for login, logout and post-login redirect URLs
configurable. This is a combined patch from Vasily Sulatskov, Marc Fargas and
Collin Grady.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@5072 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,ab26efc95286fa3e7e52f5f9ec232055bcd2cbb7,"Fixed #8493 -- Fixed a NoReverseMatch when redirecting to password_change/done/ in the admin. Added the ability to override redirects to other password change views for consistency. Thanks for the report mtrichardson.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@8473 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,6e748b5db4ea6db78ce389f474c2fb78ee3976ed,"Fixed #11457: tightened the security check for ""next"" redirects after logins.

The new behavior still disallows redirects to off-site URLs, but now allows
redirects of the form `/some/other/view?foo=http://...`.

Thanks to brutasse.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@12635 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,f69cf70ed813a8cd7e1f963a14ae39103e8d5265,"MERGED MAGIC-REMOVAL BRANCH TO TRUNK. This change is highly backwards-incompatible. Please read http://code.djangoproject.com/wiki/RemovingTheMagic for upgrade instructions.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@2809 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,07705ca12982b6a87cfd9f62723153fb94f151b2,"Fixed #5298 -- Added extra_context to contrib auth views.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@14768 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
b45c377f8f488955e0c7069cad3f3dd21910b071,07705ca12982b6a87cfd9f62723153fb94f151b2,"Fixed #5298 -- Added extra_context to contrib auth views.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@14768 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,ed114e15106192b22ebb78ef5bf5bce72b419d13,"Imported Django from private SVN repository (created from r. 8825)


git-svn-id: http://code.djangoproject.com/svn/django/trunk@3 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,dc51ec8bc214cf60ebb99732363624c23df8005f,"Fixed #19237 -- Used HTML parser to strip tags

The regex method used until now for the strip_tags utility is fast,
but subject to flaws and security issues. Consensus and good
practice lead use to use a slower but safer method.",False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,b664cb818d2e5896df2763299ea2c61a9af069a8,Fixed #19237 (again) - Made strip_tags consistent between Python versions,False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,a944613b3a71bd5a4749a75119775271b4b009cc,"Minor style fixes.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@6911 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,ed114e15106192b22ebb78ef5bf5bce72b419d13,"Imported Django from private SVN repository (created from r. 8825)


git-svn-id: http://code.djangoproject.com/svn/django/trunk@3 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,dc51ec8bc214cf60ebb99732363624c23df8005f,"Fixed #19237 -- Used HTML parser to strip tags

The regex method used until now for the strip_tags utility is fast,
but subject to flaws and security issues. Consensus and good
practice lead use to use a slower but safer method.",False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,b664cb818d2e5896df2763299ea2c61a9af069a8,Fixed #19237 (again) - Made strip_tags consistent between Python versions,False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,a944613b3a71bd5a4749a75119775271b4b009cc,"Minor style fixes.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@6911 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,80f08dbdbc1f9c8b4ed75298955016feb697c4a1,"[1.7.x] Improved strip_tags and clarified documentation

The fact that strip_tags cannot guarantee to really strip all
non-safe HTML content was not clear enough. Also see:
https://www.djangoproject.com/weblog/2014/mar/22/strip-tags-advisory/
Backport of 6ca6c36f82b from master.",False
e63363f8e075fa8d66326ad6a1cc3391cc95cd97,80f08dbdbc1f9c8b4ed75298955016feb697c4a1,"[1.7.x] Improved strip_tags and clarified documentation

The fact that strip_tags cannot guarantee to really strip all
non-safe HTML content was not clear enough. Also see:
https://www.djangoproject.com/weblog/2014/mar/22/strip-tags-advisory/
Backport of 6ca6c36f82b from master.",False
aee48854a164382c655acb9f18b3c06c3d238e81,f69cf70ed813a8cd7e1f963a14ae39103e8d5265,"MERGED MAGIC-REMOVAL BRANCH TO TRUNK. This change is highly backwards-incompatible. Please read http://code.djangoproject.com/wiki/RemovingTheMagic for upgrade instructions.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@2809 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,f69cf70ed813a8cd7e1f963a14ae39103e8d5265,"MERGED MAGIC-REMOVAL BRANCH TO TRUNK. This change is highly backwards-incompatible. Please read http://code.djangoproject.com/wiki/RemovingTheMagic for upgrade instructions.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@2809 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,1687b025dc2a03e9ef111b8fd3db63fce48b77b7,"Part 3 of pedant day: replaced all tabs in Django with spaces.  Python the way Guido intended it, baby!


git-svn-id: http://code.djangoproject.com/svn/django/trunk@3415 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,91c67bcd45facfc55abc8e7afcfc4af2732bac7f,"Added django.contrib.admin, with a staff_member_required decorator and code from AdminUserRequired middleware. Refs #627

git-svn-id: http://code.djangoproject.com/svn/django/trunk@921 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,91c67bcd45facfc55abc8e7afcfc4af2732bac7f,"Added django.contrib.admin, with a staff_member_required decorator and code from AdminUserRequired middleware. Refs #627

git-svn-id: http://code.djangoproject.com/svn/django/trunk@921 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,91c67bcd45facfc55abc8e7afcfc4af2732bac7f,"Added django.contrib.admin, with a staff_member_required decorator and code from AdminUserRequired middleware. Refs #627

git-svn-id: http://code.djangoproject.com/svn/django/trunk@921 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,91c67bcd45facfc55abc8e7afcfc4af2732bac7f,"Added django.contrib.admin, with a staff_member_required decorator and code from AdminUserRequired middleware. Refs #627

git-svn-id: http://code.djangoproject.com/svn/django/trunk@921 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,91c67bcd45facfc55abc8e7afcfc4af2732bac7f,"Added django.contrib.admin, with a staff_member_required decorator and code from AdminUserRequired middleware. Refs #627

git-svn-id: http://code.djangoproject.com/svn/django/trunk@921 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,91c67bcd45facfc55abc8e7afcfc4af2732bac7f,"Added django.contrib.admin, with a staff_member_required decorator and code from AdminUserRequired middleware. Refs #627

git-svn-id: http://code.djangoproject.com/svn/django/trunk@921 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,d5a5f0f79007fdb2302cf86d2bb97739964f0a03,"Fixed #1234 -- Fixed admin problem with login status getting out of sync with multiple windows/tabs. Thanks, oggie rob

git-svn-id: http://code.djangoproject.com/svn/django/trunk@2010 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,baba996254ecfe0ba2fa49e5d8b6b177b20869fe,"Added translation strings to django/contrib/admin/views/decorators.py. Taken from new-admin

git-svn-id: http://code.djangoproject.com/svn/django/trunk@1418 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,f69cf70ed813a8cd7e1f963a14ae39103e8d5265,"MERGED MAGIC-REMOVAL BRANCH TO TRUNK. This change is highly backwards-incompatible. Please read http://code.djangoproject.com/wiki/RemovingTheMagic for upgrade instructions.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@2809 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,91c67bcd45facfc55abc8e7afcfc4af2732bac7f,"Added django.contrib.admin, with a staff_member_required decorator and code from AdminUserRequired middleware. Refs #627

git-svn-id: http://code.djangoproject.com/svn/django/trunk@921 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,1687b025dc2a03e9ef111b8fd3db63fce48b77b7,"Part 3 of pedant day: replaced all tabs in Django with spaces.  Python the way Guido intended it, baby!


git-svn-id: http://code.djangoproject.com/svn/django/trunk@3415 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,d5a5f0f79007fdb2302cf86d2bb97739964f0a03,"Fixed #1234 -- Fixed admin problem with login status getting out of sync with multiple windows/tabs. Thanks, oggie rob

git-svn-id: http://code.djangoproject.com/svn/django/trunk@2010 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,baba996254ecfe0ba2fa49e5d8b6b177b20869fe,"Added translation strings to django/contrib/admin/views/decorators.py. Taken from new-admin

git-svn-id: http://code.djangoproject.com/svn/django/trunk@1418 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,f69cf70ed813a8cd7e1f963a14ae39103e8d5265,"MERGED MAGIC-REMOVAL BRANCH TO TRUNK. This change is highly backwards-incompatible. Please read http://code.djangoproject.com/wiki/RemovingTheMagic for upgrade instructions.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@2809 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
aee48854a164382c655acb9f18b3c06c3d238e81,91c67bcd45facfc55abc8e7afcfc4af2732bac7f,"Added django.contrib.admin, with a staff_member_required decorator and code from AdminUserRequired middleware. Refs #627

git-svn-id: http://code.djangoproject.com/svn/django/trunk@921 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,f588c444fd94e07d202cbc207ac32ec2dfed49e6,"[5.0.x] Added stub release notes and release date for 5.0.2, 4.2.10, and 3.2.24.

Backport of 06d0a1bd56a9899c351ca047a05813e8dd6a4e17 from main",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,f588c444fd94e07d202cbc207ac32ec2dfed49e6,"[5.0.x] Added stub release notes and release date for 5.0.2, 4.2.10, and 3.2.24.

Backport of 06d0a1bd56a9899c351ca047a05813e8dd6a4e17 from main",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,fb537e177d7d304d6642ee6005258a82584a8032,"Added django.contrib.humanize, a set of template tags for adding a 'human touch' to data. They're documented in add_ons.txt.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@3076 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,953badbea5a04159adbfa970f5805c0232b6a401,"Merged Unicode branch into trunk (r4952:5608). This should be fully
backwards compatible for all practical purposes.

Fixed #2391, #2489, #2996, #3322, #3344, #3370, #3406, #3432, #3454, #3492, #3582, #3690, #3878, #3891, #3937, #4039, #4141, #4227, #4286, #4291, #4300, #4452, #4702


git-svn-id: http://code.djangoproject.com/svn/django/trunk@5609 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,c5ef65bcf324f4c90b53be90f4aec069a68e8c59,"[py3] Ported django.utils.encoding.

* Renamed smart_unicode to smart_text (but kept the old name under
  Python 2 for backwards compatibility).
* Renamed smart_str to smart_bytes.
* Re-introduced smart_str as an alias for smart_text under Python 3
  and smart_bytes under Python 2 (which is backwards compatible).
  Thus smart_str always returns a str objects.
* Used the new smart_str in a few places where both Python 2 and 3
  want a str.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,85e6a1c634fed55c43090e37b802c721d9e7eaaa,"Fixed #28877 -- Made ordinal template filter results more localizable.

Marked the whole pattern (e.g. ""{value}th"") as translatable, instead of
just this suffix, so that languages not using suffixes for ordinals can
use this tag.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,4a103086d5c67fa4fcc53c106c9fdf644c742dd8,"Fixed #18269 -- Applied unicode_literals for Python 3 compatibility.

Thanks Vinay Sajip for the support of his django3 branch and
Jannis Leidel for the review.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,8119b679eb85cdc0ae3d321e54d06dd0200a1e82,"Refs #27025 -- Fixed ""invalid escape sequence"" warnings in Python 3.6.

http://bugs.python.org/issue27364",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,bd4e409695f8d6deebb1b3f70ffb9bc670477c2a,Made intword/intcomma template filters independent of USE_L10N.,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,1101467ce0756272a54f4c7bc65c4c335a94111b,"Limited lines to 119 characters in django/

refs #23395.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,56611a96df7172ab9a5e3b2ac19dc3fb83add722,Refactored naturaltime to use a class-based formatter,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,f62cf22c48c1aa1badffd675a360e87d5d3ddb23,Fixed #29931 -- Removed unused ValueError handling in naturalday template tag.,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,9e38ed0536c7dc598a6c2c1bb774d0a8db3cdddc,"Fixed #27486 -- Fixed Python 3.7 DeprecationWarning in intword and filesizeformat filters.

intword and filesizeformat passed floats to ngettext() which is
deprecated in Python 3.7. The rationale for this warning is documented
in BPO-28692: https://bugs.python.org/issue28692.

For filesizeformat, the filesize value is expected to be an int -- it
fills %d string formatting placeholders. It was likely coerced to a
float to ensure floating point division on Python 2. Python 3 always
does floating point division, so coerce to an int instead of a float to
fix the warning.

For intword, the number may contain a decimal component. In English, a
decimal component makes the noun plural. A helper function,
round_away_from_one(), was added to convert the float to an integer that
is appropriate for ngettext().",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,6cae2a550d0d09d26554b9c0c0fbab2859ca45ec,"Fixed #16878 -- Improved intword filter to support numbers up to decillion and googol. Thanks to crodjer for the initial patch.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@16897 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,e4430f22c8e3d29ce5d9d0263fba57121938d06d,Fixed #31937 -- Eased translation of time strings in some languages.,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,fb537e177d7d304d6642ee6005258a82584a8032,"Added django.contrib.humanize, a set of template tags for adding a 'human touch' to data. They're documented in add_ons.txt.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@3076 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,953badbea5a04159adbfa970f5805c0232b6a401,"Merged Unicode branch into trunk (r4952:5608). This should be fully
backwards compatible for all practical purposes.

Fixed #2391, #2489, #2996, #3322, #3344, #3370, #3406, #3432, #3454, #3492, #3582, #3690, #3878, #3891, #3937, #4039, #4141, #4227, #4286, #4291, #4300, #4452, #4702


git-svn-id: http://code.djangoproject.com/svn/django/trunk@5609 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,c5ef65bcf324f4c90b53be90f4aec069a68e8c59,"[py3] Ported django.utils.encoding.

* Renamed smart_unicode to smart_text (but kept the old name under
  Python 2 for backwards compatibility).
* Renamed smart_str to smart_bytes.
* Re-introduced smart_str as an alias for smart_text under Python 3
  and smart_bytes under Python 2 (which is backwards compatible).
  Thus smart_str always returns a str objects.
* Used the new smart_str in a few places where both Python 2 and 3
  want a str.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,85e6a1c634fed55c43090e37b802c721d9e7eaaa,"Fixed #28877 -- Made ordinal template filter results more localizable.

Marked the whole pattern (e.g. ""{value}th"") as translatable, instead of
just this suffix, so that languages not using suffixes for ordinals can
use this tag.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,4a103086d5c67fa4fcc53c106c9fdf644c742dd8,"Fixed #18269 -- Applied unicode_literals for Python 3 compatibility.

Thanks Vinay Sajip for the support of his django3 branch and
Jannis Leidel for the review.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,8119b679eb85cdc0ae3d321e54d06dd0200a1e82,"Refs #27025 -- Fixed ""invalid escape sequence"" warnings in Python 3.6.

http://bugs.python.org/issue27364",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,bd4e409695f8d6deebb1b3f70ffb9bc670477c2a,Made intword/intcomma template filters independent of USE_L10N.,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,1101467ce0756272a54f4c7bc65c4c335a94111b,"Limited lines to 119 characters in django/

refs #23395.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,56611a96df7172ab9a5e3b2ac19dc3fb83add722,Refactored naturaltime to use a class-based formatter,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,f62cf22c48c1aa1badffd675a360e87d5d3ddb23,Fixed #29931 -- Removed unused ValueError handling in naturalday template tag.,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,9e38ed0536c7dc598a6c2c1bb774d0a8db3cdddc,"Fixed #27486 -- Fixed Python 3.7 DeprecationWarning in intword and filesizeformat filters.

intword and filesizeformat passed floats to ngettext() which is
deprecated in Python 3.7. The rationale for this warning is documented
in BPO-28692: https://bugs.python.org/issue28692.

For filesizeformat, the filesize value is expected to be an int -- it
fills %d string formatting placeholders. It was likely coerced to a
float to ensure floating point division on Python 2. Python 3 always
does floating point division, so coerce to an int instead of a float to
fix the warning.

For intword, the number may contain a decimal component. In English, a
decimal component makes the noun plural. A helper function,
round_away_from_one(), was added to convert the float to an integer that
is appropriate for ngettext().",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,6cae2a550d0d09d26554b9c0c0fbab2859ca45ec,"Fixed #16878 -- Improved intword filter to support numbers up to decillion and googol. Thanks to crodjer for the initial patch.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@16897 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,e4430f22c8e3d29ce5d9d0263fba57121938d06d,Fixed #31937 -- Eased translation of time strings in some languages.,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,fb537e177d7d304d6642ee6005258a82584a8032,"Added django.contrib.humanize, a set of template tags for adding a 'human touch' to data. They're documented in add_ons.txt.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@3076 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,8f3e1c1c63d3d3b36715afa9095e04142c4507e2,"Fixed #6392 -- Made django.contrib.humanize template tags locale aware. Thanks, Dave McLain.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@16168 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,3a148f958dddd97c1379081118c30fbede6b6bc4,"Refs #27795 -- Removed force_text from the template layer

Thanks Tim Graham for the review.",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,9c19aff7c7561e3a82978a272ecdaad40dda5c00,Refs #33476 -- Reformatted code with Black.,False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,f588c444fd94e07d202cbc207ac32ec2dfed49e6,"[5.0.x] Added stub release notes and release date for 5.0.2, 4.2.10, and 3.2.24.

Backport of 06d0a1bd56a9899c351ca047a05813e8dd6a4e17 from main",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,f588c444fd94e07d202cbc207ac32ec2dfed49e6,"[5.0.x] Added stub release notes and release date for 5.0.2, 4.2.10, and 3.2.24.

Backport of 06d0a1bd56a9899c351ca047a05813e8dd6a4e17 from main",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,fb537e177d7d304d6642ee6005258a82584a8032,"Added django.contrib.humanize, a set of template tags for adding a 'human touch' to data. They're documented in add_ons.txt.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@3076 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,8f3e1c1c63d3d3b36715afa9095e04142c4507e2,"Fixed #6392 -- Made django.contrib.humanize template tags locale aware. Thanks, Dave McLain.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@16168 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False
16a8fe18a3b81250f4fa57e3f93f0599dc4895bc,3a148f958dddd97c1379081118c30fbede6b6bc4,"Refs #27795 -- Removed force_text from the template layer

Thanks Tim Graham for the review.",False
